id,display_name,display_name_alternatives,type,season,description
10212,祇園御八講,,季語,春,仲春(啓蟄から清明の前日まで)
10213,義士祭,,季語,春,晩春(清明から立夏の前日まで)
10214,蟻穴を出づ,,季語,春,仲春(啓蟄から清明の前日まで)
10215,菊の根分,,季語,春,仲春(啓蟄から清明の前日まで)
10216,菊の若葉,,季語,春,仲春(啓蟄から清明の前日まで)
10217,菊の苗,,季語,春,仲春(啓蟄から清明の前日まで)
10218,菊植う,,季語,春,晩春(清明から立夏の前日まで)
10219,吉原の夜桜,,季語,春,晩春(清明から立夏の前日まで)
10220,吉野の花会式,,季語,春,晩春(清明から立夏の前日まで)
10221,吉野の餅配,,季語,春,晩春(清明から立夏の前日まで)
10222,桔梗の芽,,季語,春,初春(立春から啓蟄の前日まで)
10223,球根植う,,季語,春,晩春(清明から立夏の前日まで)
10224,旧正月,,季語,春,初春(立春から啓蟄の前日まで)
10225,牛蒡蒔く,,季語,春,晩春(清明から立夏の前日まで)
10226,魚島,,季語,春,晩春(清明から立夏の前日まで)
10227,魚氷に上る,,季語,春,初春(立春から啓蟄の前日まで)
10228,興福寺文殊会,,季語,春,晩春(清明から立夏の前日まで)
10229,曲水,,季語,春,晩春(清明から立夏の前日まで)
10230,玉巻く甘藍,,季語,春,仲春(啓蟄から清明の前日まで)
10231,芹,,季語,春,
10232,金鳳花,,季語,春,晩春(清明から立夏の前日まで)
10233,金蘭,,季語,春,晩春(清明から立夏の前日まで)
10234,金盞花,,季語,春,晩春(清明から立夏の前日まで)
10235,金縷梅,,季語,春,初春(立春から啓蟄の前日まで)
10236,銀杏の花,,季語,春,晩春(清明から立夏の前日まで)
10237,銀蘭,,季語,春,晩春(清明から立夏の前日まで)
10238,駒返る草,,季語,春,初春(立春から啓蟄の前日まで)
10239,熊穴を出づ,,季語,春,仲春(啓蟄から清明の前日まで)
10240,熊谷草,,季語,春,晩春(清明から立夏の前日まで)
10241,桑,,季語,春,晩春(清明から立夏の前日まで)
10242,桑の花,,季語,春,晩春(清明から立夏の前日まで)
10243,桑解く,,季語,春,仲春(啓蟄から清明の前日まで)
10244,桑植う,,季語,春,初春(立春から啓蟄の前日まで)
10245,桑摘,,季語,春,晩春(清明から立夏の前日まで)
10246,桑売,,季語,春,晩春(清明から立夏の前日まで)
10247,君子蘭,,季語,春,仲春(啓蟄から清明の前日まで)
10248,群雀,,季語,春,晩春(清明から立夏の前日まで)
10249,啓蟄,,季語,春,仲春(啓蟄から清明の前日まで)
10250,畦青む,,季語,春,晩春(清明から立夏の前日まで)
10251,畦塗,,季語,春,晩春(清明から立夏の前日まで)
10252,経供養,,季語,春,晩春(清明から立夏の前日まで)
10253,茎立,,季語,春,
10254,茎立菜,,季語,春,晩春(清明から立夏の前日まで)
10255,蛍烏賊,,季語,春,晩春(清明から立夏の前日まで)
10256,鶏冠菜,,季語,春,
10257,鶏合,,季語,春,晩春(清明から立夏の前日まで)
10258,鶏頭蒔く,,季語,春,晩春(清明から立夏の前日まで)
10259,月日貝,,季語,春,
10260,堅雪,,季語,春,初春(立春から啓蟄の前日まで)
10261,建国記念日,,季語,春,初春(立春から啓蟄の前日まで)
10262,憲法記念日,,季語,春,晩春(清明から立夏の前日まで)
10263,古巣,むめ,季語,春,
10264,古草,,季語,春,
10265,呼子鳥,,季語,春,晩春(清明から立夏の前日まで)
10266,狐の牡丹,,季語,春,晩春(清明から立夏の前日まで)
10267,狐の子,,季語,春,
10268,狐薊,,季語,春,晩春(清明から立夏の前日まで)
10269,胡瓜蒔く,,季語,春,仲春(啓蟄から清明の前日まで)
10270,胡葱,,季語,春,仲春(啓蟄から清明の前日まで)
10271,胡葱膾,,季語,春,
10272,虎杖,,季語,春,仲春(啓蟄から清明の前日まで)
10273,五加,,季語,春,仲春(啓蟄から清明の前日まで)
10274,五加飯,,季語,春,仲春(啓蟄から清明の前日まで)
10275,御影供,,季語,春,仲春(啓蟄から清明の前日まで)
10276,御告祭,,季語,春,仲春(啓蟄から清明の前日まで)
10277,御身拭,,季語,春,晩春(清明から立夏の前日まで)
10278,御灯,,季語,春,晩春(清明から立夏の前日まで)
10279,御灯祭,,季語,春,初春(立春から啓蟄の前日まで)
10280,公魚,,季語,春,初春(立春から啓蟄の前日まで)
10281,口紅水仙,,季語,春,晩春(清明から立夏の前日まで)
10282,紅梅,,季語,春,初春(立春から啓蟄の前日まで)
10283,耕,,季語,春,
10284,荒布,,季語,春,晩春(清明から立夏の前日まで)
10285,行く春,,季語,春,晩春(清明から立夏の前日まで)
10286,行基詣,,季語,春,晩春(清明から立夏の前日まで)
10287,香菫,,季語,春,
10288,高山祭,,季語,春,晩春(清明から立夏の前日まで)
10289,穀雨,,季語,春,晩春(清明から立夏の前日まで)
10290,黒海苔,,季語,春,
10291,黒布,,季語,春,
10292,黒文字の花,,季語,春,初春(立春から啓蟄の前日まで)
10293,根分,,季語,春,仲春(啓蟄から清明の前日まで)
10294,佐保姫,,季語,春,
10295,嵯峨の柱炬,,季語,春,仲春(啓蟄から清明の前日まで)
10296,嵯峨大念仏,,季語,春,晩春(清明から立夏の前日まで)
10297,座禅草,,季語,春,晩春(清明から立夏の前日まで)
10298,細螺,,季語,春,
10299,菜の花,,季語,春,晩春(清明から立夏の前日まで)
10300,菜の花蝶に化す,,季語,春,晩春(清明から立夏の前日まで)
10301,菜種河豚,,季語,春,晩春(清明から立夏の前日まで)
10302,菜種梅雨,,季語,春,晩春(清明から立夏の前日まで)
10303,菜飯,,季語,春,
10304,冴返る,,季語,春,初春(立春から啓蟄の前日まで)
10305,榊伐,,季語,春,晩春(清明から立夏の前日まで)
10306,鷺の巣,,季語,春,
10307,鷺苔,,季語,春,晩春(清明から立夏の前日まで)
10308,桜,"若桜,姥桜,千本桜,嶺桜,庭桜,一重桜,御所桜,楊貴妃桜,左近の桜,深山桜,里桜,緋桜,上溝桜,南殿,大島桜,染井吉野,桜月夜,桜の園,桜山",季語,春,晩春(清明から立夏の前日まで)
10309,桜まじ,,季語,春,晩春(清明から立夏の前日まで)
10310,桜衣,,季語,春,晩春(清明から立夏の前日まで)
10311,桜花祭,,季語,春,晩春(清明から立夏の前日まで)
10312,桜蝦,,季語,春,晩春(清明から立夏の前日まで)
10313,桜海苔,,季語,春,
10314,桜貝,,季語,春,
10315,桜狩,,季語,春,晩春(清明から立夏の前日まで)
10316,桜人,,季語,春,晩春(清明から立夏の前日まで)
10317,桜草,,季語,春,晩春(清明から立夏の前日まで)
10318,桜鯛,,季語,春,晩春(清明から立夏の前日まで)
10319,桜漬,,季語,春,晩春(清明から立夏の前日まで)
10320,桜島大根,,季語,春,初春(立春から啓蟄の前日まで)
10321,桜桃の花,,季語,春,晩春(清明から立夏の前日まで)
10322,桜餅,,季語,春,晩春(清明から立夏の前日まで)
10323,桜蘂降る,,季語,春,晩春(清明から立夏の前日まで)
10324,桜鰔,,季語,春,晩春(清明から立夏の前日まで)
10325,三の替,,季語,春,晩春(清明から立夏の前日まで)
10326,三月,,季語,春,仲春(啓蟄から清明の前日まで)
10327,三月菜,,季語,春,仲春(啓蟄から清明の前日まで)
10328,三月尽,,季語,春,晩春(清明から立夏の前日まで)
10329,三月大根,,季語,春,仲春(啓蟄から清明の前日まで)
10330,三色菫,,季語,春,晩春(清明から立夏の前日まで)
10331,三宝柑,,季語,春,
10332,三葉芹,,季語,春,
10333,三椏の花,,季語,春,仲春(啓蟄から清明の前日まで)
10334,山葵,,季語,春,晩春(清明から立夏の前日まで)
10335,山葵漬,,季語,春,仲春(啓蟄から清明の前日まで)
10336,山王祭,,季語,春,晩春(清明から立夏の前日まで)
10337,山帰来の花,,季語,春,晩春(清明から立夏の前日まで)
10338,山桜,"犬桜,吉野桜",季語,春,晩春(清明から立夏の前日まで)
10339,山桜桃の花,,季語,春,晩春(清明から立夏の前日まで)
10340,山焼く,,季語,春,初春(立春から啓蟄の前日まで)
10341,山笑ふ,,季語,春,
10342,山吹,,季語,春,晩春(清明から立夏の前日まで)
10343,山吹衣,,季語,春,晩春(清明から立夏の前日まで)
10344,山吹草,,季語,春,晩春(清明から立夏の前日まで)
10345,山鳥,,季語,春,
10346,山梨の花,,季語,春,晩春(清明から立夏の前日まで)
10347,山椒の花,,季語,春,晩春(清明から立夏の前日まで)
10348,山椒の芽,,季語,春,仲春(啓蟄から清明の前日まで)
10349,山椒の皮,,季語,春,初春(立春から啓蟄の前日まで)
10350,山椒喰,,季語,春,晩春(清明から立夏の前日まで)
10351,山茱萸の花,,季語,春,初春(立春から啓蟄の前日まで)
10352,蚕,,季語,春,晩春(清明から立夏の前日まで)
10353,蚕飼,,季語,春,晩春(清明から立夏の前日まで)
10354,蚕豆の花,,季語,春,晩春(清明から立夏の前日まで)
10355,蚕卵紙,,季語,春,晩春(清明から立夏の前日まで)
10356,酸葉,,季語,春,仲春(啓蟄から清明の前日まで)
10357,残る鴨,,季語,春,晩春(清明から立夏の前日まで)
10358,残る氷,,季語,春,仲春(啓蟄から清明の前日まで)
10359,残花,,季語,春,晩春(清明から立夏の前日まで)
10360,残雪,,季語,春,仲春(啓蟄から清明の前日まで)
10361,四月,,季語,春,晩春(清明から立夏の前日まで)
10362,四月大根,,季語,春,仲春(啓蟄から清明の前日まで)
10363,四月馬鹿,,季語,春,仲春(啓蟄から清明の前日まで)
10364,四旬節,,季語,春,仲春(啓蟄から清明の前日まで)
10365,子安貝,,季語,春,
10366,子持鮒,,季語,春,晩春(清明から立夏の前日まで)
10367,子持鯊,,季語,春,仲春(啓蟄から清明の前日まで)
10368,枝垂桜,,季語,春,仲春(啓蟄から清明の前日まで)
10369,糸瓜蒔く,,季語,春,仲春(啓蟄から清明の前日まで)
10370,紫雲英,,季語,春,仲春(啓蟄から清明の前日まで)
10371,紫荊,はなずおう,季語,春,晩春(清明から立夏の前日まで)
10372,事始,,季語,春,仲春(啓蟄から清明の前日まで)
10373,慈姑,,季語,春,仲春(啓蟄から清明の前日まで)
10374,慈姑掘る,,季語,春,
10375,時宗踊念仏,,季語,春,仲春(啓蟄から清明の前日まで)
10376,治聾酒,,季語,春,仲春(啓蟄から清明の前日まで)
10377,耳菜草,,季語,春,晩春(清明から立夏の前日まで)
10378,汐干狩,,季語,春,晩春(清明から立夏の前日まで)
10379,鹿島祭頭祭,,季語,春,仲春(啓蟄から清明の前日まで)
10380,鹿尾菜,,季語,春,
10381,漆草,,季語,春,
10382,芝桜,,季語,春,晩春(清明から立夏の前日まで)
10383,芝焼く,,季語,春,初春(立春から啓蟄の前日まで)
10384,捨頭巾,,季語,春,仲春(啓蟄から清明の前日まで)
10385,謝肉祭,,季語,春,初春(立春から啓蟄の前日まで)
10386,車組む,,季語,春,仲春(啓蟄から清明の前日まで)
10387,蛇穴を出づ,,季語,春,仲春(啓蟄から清明の前日まで)
10388,釈奠,,季語,春,晩春(清明から立夏の前日まで)
10389,若鮎,,季語,春,晩春(清明から立夏の前日まで)
10390,若狭のお水送り,,季語,春,仲春(啓蟄から清明の前日まで)
10391,若菰,,季語,春,晩春(清明から立夏の前日まで)
10392,若紫,,季語,春,仲春(啓蟄から清明の前日まで)
10393,若芝,,季語,春,晩春(清明から立夏の前日まで)
10394,若草,,季語,春,晩春(清明から立夏の前日まで)
10395,若布,,季語,春,
10396,若布刈る,,季語,春,
10397,若布和,,季語,春,
10398,若緑,,季語,春,晩春(清明から立夏の前日まで)
10399,取木,,季語,春,仲春(啓蟄から清明の前日まで)
10400,種案山子,,季語,春,晩春(清明から立夏の前日まで)
10401,種井,,季語,春,仲春(啓蟄から清明の前日まで)
10402,種芋,,季語,春,
10403,種蒔,,季語,春,晩春(清明から立夏の前日まで)
10404,種浸し,,季語,春,晩春(清明から立夏の前日まで)
10405,種選,,季語,春,仲春(啓蟄から清明の前日まで)
10406,種池浚ひ,,季語,春,仲春(啓蟄から清明の前日まで)
10407,種漬花,,季語,春,晩春(清明から立夏の前日まで)
10408,種痘,,季語,春,晩春(清明から立夏の前日まで)
10409,種俵,,季語,春,
10410,種物,,季語,春,仲春(啓蟄から清明の前日まで)
10411,酒星,,季語,春,仲春(啓蟄から清明の前日まで)
10412,受難節,,季語,春,晩春(清明から立夏の前日まで)
10413,修二会,,季語,春,仲春(啓蟄から清明の前日まで)
10414,洲蛤,,季語,春,
10415,洲浜草,,季語,春,初春(立春から啓蟄の前日まで)
10416,十三詣,,季語,春,晩春(清明から立夏の前日まで)
10417,十二単,,季語,春,晩春(清明から立夏の前日まで)
10418,獣交む,,季語,春,
10419,出替,,季語,春,仲春(啓蟄から清明の前日まで)
10420,春,,季語,春,
10421,春ごと,,季語,春,仲春(啓蟄から清明の前日まで)
10422,春ショール,,季語,春,
10423,春セーター,,季語,春,
10424,春の闇,,季語,春,
10425,春の雨,,季語,春,
10426,春の雲,,季語,春,
10427,春の蚊,,季語,春,晩春(清明から立夏の前日まで)
10428,春の海,,季語,春,
10429,春の雁,,季語,春,晩春(清明から立夏の前日まで)
10430,春の空,,季語,春,
10431,春の月,,季語,春,
10432,春の湖,,季語,春,
10433,春の山,,季語,春,
10434,春の鹿,,季語,春,
10435,春の宵,,季語,春,
10436,春の水,,季語,春,
10437,春の星,,季語,春,
10438,春の雪,,季語,春,
10439,春の川,,季語,春,
10440,春の草,,季語,春,
10441,春の霜,,季語,春,
10442,春の啄木鳥,,季語,春,
10443,春の池,,季語,春,
10444,春の朝,,季語,春,
10445,春の鳥,,季語,春,
10446,春の堤,,季語,春,
10447,春の土,,季語,春,
10448,春の日,,季語,春,
10449,春の蚤,,季語,春,晩春(清明から立夏の前日まで)
10450,春の波,,季語,春,
10451,春の風,,季語,春,
10452,春の風邪,,季語,春,
10453,春の暮,,季語,春,
10454,春の蜜柑,,季語,春,
10455,春の夢,,季語,春,
10456,春の夜,,季語,春,
10457,春の野,,季語,春,
10458,春の夕,,季語,春,
10459,春の夕焼,,季語,春,
10460,春の雷,,季語,春,
